ID,duration,wav,start,stop,spk_id
GPT_015_PT_NL1_1,12.303625,/scratch/yadel/datasets/3M0X/pt/wav/GPT_015_PT_NL1_1.wav,0,196858,GPT_015_PT
GPT_015_PT_NL21_2,21.545125,/scratch/yadel/datasets/3M0X/pt/wav/GPT_015_PT_NL21_2.wav,0,344722,GPT_015_PT
GPT_016_PT_NH17_4,17.6441875,/scratch/yadel/datasets/3M0X/pt/wav/GPT_016_PT_NH17_4.wav,0,282307,GPT_016_PT
GPT_016_PT_NH24_5,16.2045625,/scratch/yadel/datasets/3M0X/pt/wav/GPT_016_PT_NH24_5.wav,0,259273,GPT_016_PT
GPT_016_PT_NH6_3,18.4336875,/scratch/yadel/datasets/3M0X/pt/wav/GPT_016_PT_NH6_3.wav,0,294939,GPT_016_PT
GPT_016_PT_NL1_1,19.4089375,/scratch/yadel/datasets/3M0X/pt/wav/GPT_016_PT_NL1_1.wav,0,310543,GPT_016_PT
GPT_016_PT_NL21_2,27.350125,/scratch/yadel/datasets/3M0X/pt/wav/GPT_016_PT_NL21_2.wav,0,437602,GPT_016_PT
GPT_018_PT_NH17_4,17.7835,/scratch/yadel/datasets/3M0X/pt/wav/GPT_018_PT_NH17_4.wav,0,284536,GPT_018_PT
GPT_018_PT_NH24_5,15.4615,/scratch/yadel/datasets/3M0X/pt/wav/GPT_018_PT_NH24_5.wav,0,247384,GPT_018_PT
GPT_018_PT_NH6_3,15.4615,/scratch/yadel/datasets/3M0X/pt/wav/GPT_018_PT_NH6_3.wav,0,247384,GPT_018_PT
GPT_018_PT_NL1_1,17.3655625,/scratch/yadel/datasets/3M0X/pt/wav/GPT_018_PT_NL1_1.wav,0,277849,GPT_018_PT
GPT_018_PT_NL21_2,20.987875,/scratch/yadel/datasets/3M0X/pt/wav/GPT_018_PT_NL21_2.wav,0,335806,GPT_018_PT
GPT_020_PT_NH17_4,15.5079375,/scratch/yadel/datasets/3M0X/pt/wav/GPT_020_PT_NH17_4.wav,0,248127,GPT_020_PT
GPT_020_PT_NH24_5,14.8578125,/scratch/yadel/datasets/3M0X/pt/wav/GPT_020_PT_NH24_5.wav,0,237725,GPT_020_PT
GPT_020_PT_NH48_6,21.5219375,/scratch/yadel/datasets/3M0X/pt/wav/GPT_020_PT_NH48_6.wav,0,344351,GPT_020_PT
GPT_020_PT_NH6_3,15.0435625,/scratch/yadel/datasets/3M0X/pt/wav/GPT_020_PT_NH6_3.wav,0,240697,GPT_020_PT
GPT_020_PT_NL1_1,15.4150625,/scratch/yadel/datasets/3M0X/pt/wav/GPT_020_PT_NL1_1.wav,0,246641,GPT_020_PT
GPT_020_PT_NL21_2,18.9909375,/scratch/yadel/datasets/3M0X/pt/wav/GPT_020_PT_NL21_2.wav,0,303855,GPT_020_PT
GPT_021_PT_NH17_4,16.4831875,/scratch/yadel/datasets/3M0X/pt/wav/GPT_021_PT_NH17_4.wav,0,263731,GPT_021_PT
GPT_021_PT_NH24_5,14.6720625,/scratch/yadel/datasets/3M0X/pt/wav/GPT_021_PT_NH24_5.wav,0,234753,GPT_021_PT
GPT_021_PT_NH6_3,16.2045625,/scratch/yadel/datasets/3M0X/pt/wav/GPT_021_PT_NH6_3.wav,0,259273,GPT_021_PT
GPT_021_PT_NL1_1,15.182875,/scratch/yadel/datasets/3M0X/pt/wav/GPT_021_PT_NL1_1.wav,0,242926,GPT_021_PT
GPT_021_PT_NL21_2,16.042,/scratch/yadel/datasets/3M0X/pt/wav/GPT_021_PT_NL21_2.wav,0,256672,GPT_021_PT
GPT_023_PT_NH17_4,20.198375,/scratch/yadel/datasets/3M0X/pt/wav/GPT_023_PT_NH17_4.wav,0,323174,GPT_023_PT
GPT_023_PT_NH24_5,19.54825,/scratch/yadel/datasets/3M0X/pt/wav/GPT_023_PT_NH24_5.wav,0,312772,GPT_023_PT
GPT_023_PT_NH6_3,22.7525625,/scratch/yadel/datasets/3M0X/pt/wav/GPT_023_PT_NH6_3.wav,0,364041,GPT_023_PT
GPT_023_PT_NL1_1,20.70925,/scratch/yadel/datasets/3M0X/pt/wav/GPT_023_PT_NL1_1.wav,0,331348,GPT_023_PT
GPT_027_PT_NH17_4,20.0590625,/scratch/yadel/datasets/3M0X/pt/wav/GPT_027_PT_NH17_4.wav,0,320945,GPT_027_PT
GPT_027_PT_NH48_6,17.5513125,/scratch/yadel/datasets/3M0X/pt/wav/GPT_027_PT_NH48_6.wav,0,280821,GPT_027_PT
GPT_027_PT_NH6_3,19.6875625,/scratch/yadel/datasets/3M0X/pt/wav/GPT_027_PT_NH6_3.wav,0,315001,GPT_027_PT
GPT_027_PT_NL1_1,20.29125,/scratch/yadel/datasets/3M0X/pt/wav/GPT_027_PT_NL1_1.wav,0,324660,GPT_027_PT
GPT_027_PT_NL21_2,25.260375,/scratch/yadel/datasets/3M0X/pt/wav/GPT_027_PT_NL21_2.wav,0,404166,GPT_027_PT
GPT_028_PT_JH16_10,4.2230625,/scratch/yadel/datasets/3M0X/pt/wav/GPT_028_PT_JH16_10.wav,0,67569,GPT_028_PT
GPT_028_PT_NH17_4,22.729375,/scratch/yadel/datasets/3M0X/pt/wav/GPT_028_PT_NH17_4.wav,0,363670,GPT_028_PT
GPT_028_PT_NH48_6,21.8238125,/scratch/yadel/datasets/3M0X/pt/wav/GPT_028_PT_NH48_6.wav,0,349181,GPT_028_PT
GPT_028_PT_NH6_3,19.4089375,/scratch/yadel/datasets/3M0X/pt/wav/GPT_028_PT_NH6_3.wav,0,310543,GPT_028_PT
GPT_028_PT_NL1_1,22.3114375,/scratch/yadel/datasets/3M0X/pt/wav/GPT_028_PT_NL1_1.wav,0,356983,GPT_028_PT
GPT_028_PT_NL21_2,23.7975,/scratch/yadel/datasets/3M0X/pt/wav/GPT_028_PT_NL21_2.wav,0,380760,GPT_028_PT
